date_time,declination,distance
2022-01-01 01:00,-23.314340553406666,0.002404446522473859
2022-01-01 02:00,-23.51106042416853,0.0023965337999582188
2022-01-01 03:00,-23.711600634268738,0.0023881255429709226
2022-01-01 04:00,-23.91085484513545,0.002379714542939708
2022-01-01 05:00,-24.103400929539113,0.002371798815100859
2022-01-01 06:00,-24.283851893590082,0.002364850119919885
2022-01-01 07:00,-24.4472475529853,0.002359283101835411
2022-01-01 08:00,-24.589451530297843,0.0023554273289468123
2022-01-01 09:00,-24.707508260174926,0.0023535045382181564
2022-01-01 10:00,-24.799912688532082,0.002353613122141218
2022-01-01 11:00,-24.86675354594543,0.0023557213230588226
2022-01-01 12:00,-24.909708704467924,0.0023596697915853728
2022-01-01 13:00,-24.931894144903758,0.0023651832420654565
2022-01-01 14:00,-24.937590433015725,0.0023718900599316796
2022-01-01 15:00,-24.931886589404932,0.0023793480295150288
2022-01-01 16:00,-24.920287510159305,0.00238707394932313
2022-01-01 17:00,-24.90832765237015,0.0023945748053237387
2022-01-01 18:00,-24.901223307643093,0.002401378335402188
2022-01-01 19:00,-24.903582486320566,0.00240706115316476
2022-01-01 20:00,-24.91917897745596,0.0024112730103424806
2022-01-01 21:00,-24.950788021697328,0.00241375618360088
2022-01-01 22:00,-25.000076228745243,0.002414359322047423
2022-01-01 23:00,-25.067537675175704,0.002413045366069206
2022-01-02 00:00,-25.15247059548804,0.002409893352333277
2022-01-02 01:00,-25.252993465509945,0.0024050940779339657
2022-01-02 02:00,-25.366104205303635,0.0023989397424951696
2022-01-02 03:00,-25.487790299623036,0.002391807856127958
2022-01-02 04:00,-25.613199440938704,0.002384139924249885
2022-01-02 05:00,-25.736878551054115,0.002376415714706498
2022-01-02 06:00,-25.853082839907962,0.0023691242751855933
2022-01-02 07:00,-25.956145898734132,0.002362733268178926
2022-01-02 08:00,-26.040888061502887,0.002357658564977726
2022-01-02 09:00,-26.103026359330276,0.0023542363036065475
2022-01-02 10:00,-26.139539473360674,0.0023526996760015214
2022-01-02 11:00,-26.148939269367183,0.002353162496101832
2022-01-02 12:00,-26.131409151526107,0.002355611092079291
2022-01-02 13:00,-26.088787839473486,0.002359905310626748
2022-01-02 14:00,-26.024401097711994,0.0023657885324421114
2022-01-02 15:00,-25.942767193560744,0.0023729057268571424
2022-01-02 16:00,-25.849218453068506,0.002380827865939234
2022-01-02 17:00,-25.749487721607956,0.0023890805745121887
2022-01-02 18:00,-25.649304776849107,0.0023971747442146783
2022-01-02 19:00,-25.55403666222508,0.0024046369526439346
2022-01-02 20:00,-25.46839174803692,0.002411037824457864
2022-01-02 21:00,-25.396194043326204,0.002416016857274034
2022-01-02 22:00,-25.340224505856128,0.002419302629994
2022-01-02 23:00,-25.302120874845375,0.002420727659802667
2022-01-03 00:00,-25.282326644515038,0.0024202374520647454
2022-01-03 01:00,-25.2800822023515,0.0024178934966188606
2022-01-03 02:00,-25.29345554055262,0.0024138701256946255
2022-01-03 03:00,-25.319414900884315,0.0024084452949961
2022-01-03 04:00,-25.353949828286005,0.0024019855159431933
2022-01-03 05:00,-25.392249017754658,0.0023949253855551837
2022-01-03 06:00,-25.428941808586664,0.002387742451326617
2022-01-03 07:00,-25.458404375182166,0.0023809285121792825
2022-01-03 08:00,-25.475121585405365,0.002374958866241734
2022-01-03 09:00,-25.474082452273816,0.0023702614136161923
2022-01-03 10:00,-25.451173915061567,0.0023671878226743225
2022-01-03 11:00,-25.403528306688532,0.002365989076456647
2022-01-03 12:00,-25.329778243624734,0.002366797552653979
2022-01-03 13:00,-25.23018112784032,0.0023696173244185047
2022-01-03 14:00,-25.10659328206686,0.002374323636669236
2022-01-03 15:00,-24.962296968313588,0.0023806716197151655
2022-01-03 16:00,-24.801706126282326,0.0023883133998116196
2022-01-03 17:00,-24.629992776489622,0.0023968220079297322
2022-01-03 18:00,-24.452682204492483,0.002405719985666676
2022-01-03 19:00,-24.275261200922024,0.002414510385206055
2022-01-03 20:00,-24.102832582851605,0.0024227079332895867
2022-01-03 21:00,-23.93983513825347,0.002429868402649469
2022-01-03 22:00,-23.789834929739623,0.002435614614218596
2022-01-03 23:00,-23.655384167101154,0.0024396578938405545
2022-01-04 00:00,-23.53793863098286,0.002441814167665005
2022-01-04 01:00,-23.437823644141357,0.002442014171639007
2022-01-04 02:00,-23.354240825124894,0.002440307471195317
2022-01-04 03:00,-23.28531199203027,0.0024368601572022142
2022-01-04 04:00,-23.22816123553985,0.002431946235723412
2022-01-04 05:00,-23.179040020733776,0.002425932899310629
2022-01-04 06:00,-23.13350195185122,0.002419260090810758
2022-01-04 07:00,-23.086632451445983,0.002412415070394423
2022-01-04 08:00,-23.033333364603443,0.0024059030761649025
2022-01-04 09:00,-22.968653470236987,0.002400215603235557
2022-01-04 10:00,-22.88814431157762,0.002395798257073281
2022-01-04 11:00,-22.78820923638386,0.00239302047583667
2022-01-04 12:00,-22.666405626679154,0.0023921495611182644
2022-01-04 13:00,-22.5216594929263,0.002393331318855776
2022-01-04 14:00,-22.354359873746695,0.002396579151490078
2022-01-04 15:00,-22.166317039996223,0.0024017726905115576
2022-01-04 16:00,-21.96058962716877,0.0024086661229596484
2022-01-04 17:00,-21.741205999663446,0.002416905405299255
2022-01-04 18:00,-21.512819154409883,0.002426052738959334
2022-01-04 19:00,-21.2803393048939,0.002435616128208087
2022-01-04 20:00,-21.048584056571222,0.0024450816056979133
2022-01-04 21:00,-20.82197548550404,0.0024539457712733767
2022-01-04 22:00,-20.604300331251913,0.0024617465679815658
