date_time,declination,distance
2022-01-01 01:00,-23.251752316592356,0.002426589746679144
2022-01-01 02:00,-23.37575189073302,0.002425595083208925
2022-01-01 03:00,-23.518958634986515,0.002422479059012189
2022-01-01 04:00,-23.680141927929963,0.0024174046136732344
2022-01-01 05:00,-23.85685893608545,0.0024106539711901795
2022-01-01 06:00,-24.04552041074729,0.002402613228436582
2022-01-01 07:00,-24.241515508304726,0.002393750861292774
2022-01-01 08:00,-24.439408765926494,0.0023845908513312796
2022-01-01 09:00,-24.63321844620941,0.002375681514115012
2022-01-01 10:00,-24.816775934114645,0.00236756156557882
2022-01-01 11:00,-24.984151182958914,0.002360725438267518
2022-01-01 12:00,-25.130111751603557,0.0023555902599879074
2022-01-01 13:00,-25.250567131699206,0.0023524671172821593
2022-01-01 14:00,-25.342941264241002,0.0023515391367803476
2022-01-01 15:00,-25.406418936000666,0.002352848468279258
2022-01-01 16:00,-25.442027558388524,0.0023562934644014684
2022-01-01 17:00,-25.452541675358393,0.002361636333616233
2022-01-01 18:00,-25.442226654246177,0.002368520473947746
2022-01-01 19:00,-25.416462364184774,0.0023764957673195466
2022-01-01 20:00,-25.381301148373584,0.0023850494805514673
2022-01-01 21:00,-25.343015029690353,0.002393640147528926
2022-01-01 22:00,-25.307677048292692,0.002401731876918308
2022-01-01 23:00,-25.28080572222702,0.00240882685265453
2022-01-02 00:00,-25.267085059202504,0.0024144942530051083
2022-01-02 01:00,-25.270159246401626,0.0024183942987730527
2022-01-02 02:00,-25.292493055045902,0.0024202965737094646
2022-01-02 03:00,-25.335286307835336,0.002420092101138258
2022-01-02 04:00,-25.398432534355848,0.0024177989055913385
2022-01-02 05:00,-25.48051673009158,0.0024135609587432123
2022-01-02 06:00,-25.578853363930655,0.002407640541686814
2022-01-02 07:00,-25.68957186288678,0.0024004041942260555
2022-01-02 08:00,-25.807761135911463,0.0023923026083281897
2022-01-02 09:00,-25.92768565427185,0.0023838450899402617
2022-01-02 10:00,-26.043081723410587,0.002375569575295953
2022-01-02 11:00,-26.147533032158346,0.002368009630386773
2022-01-02 12:00,-26.23490983182459,0.00236166033503308
2022-01-02 13:00,-26.299838588342944,0.0023569453685570855
2022-01-02 14:00,-26.33815306553273,0.0023541878604578428
2022-01-02 15:00,-26.347269014568763,0.002353587537446922
2022-01-02 16:00,-26.326427586256322,0.002355206318683518
2022-01-02 17:00,-26.276768759319523,0.0023589637896136275
2022-01-02 18:00,-26.20122252780559,0.002364643015566169
2022-01-02 19:00,-26.1042354590988,0.002371906104223349
2022-01-02 20:00,-25.991375302971154,0.0023803179809695563
2022-01-02 21:00,-25.868870273370476,0.002389376160575337
2022-01-02 22:00,-25.74314025895413,0.0023985439652223195
2022-01-02 23:00,-25.62036673428894,0.002407284646673879
2022-01-03 00:00,-25.506131491275816,0.0024150941430715256
2022-01-03 01:00,-25.405136915517915,0.002421530626955308
2022-01-03 02:00,-25.321006502215777,0.002426239471116843
2022-01-03 03:00,-25.256155696530048,0.002428972690128435
2022-01-03 04:00,-25.21172015045759,0.002429602263039344
2022-01-03 05:00,-25.18753012144284,0.0024281269966793567
2022-01-03 06:00,-25.182124465127856,0.0024246727670317546
2022-01-03 07:00,-25.19280385905532,0.0024194861126573684
2022-01-03 08:00,-25.215728936255616,0.0024129212920194145
2022-01-03 09:00,-25.246073338500626,0.002405421098836368
2022-01-03 10:00,-25.278242773347085,0.0023974919916573507
2022-01-03 11:00,-25.306167616938044,0.002389674453980609
2022-01-03 12:00,-25.32366768956814,0.0023825099502846007
2022-01-03 13:00,-25.324874017279637,0.0023765063356170233
2022-01-03 14:00,-25.304675958639216,0.0023721040273298874
2022-01-03 15:00,-25.2591471773455,0.0023696455437489804
2022-01-03 16:00,-25.185895765499446,0.0023693510397601856
2022-01-03 17:00,-25.084286774181482,0.0023713021424222372
2022-01-03 18:00,-24.955500963065962,0.0023754357022567896
2022-01-03 19:00,-24.80241895575593,0.0023815481109211783
2022-01-03 20:00,-24.62934864750327,0.0023893097551697363
2022-01-03 21:00,-24.44163775904259,0.0023982881762105346
2022-01-03 22:00,-24.24522673390886,0.0024079777540555124
2022-01-03 23:00,-24.046197592327033,0.0024178333366270395
2022-01-04 00:00,-23.850363979061097,0.0024273051902488794
2022-01-04 01:00,-23.662931284102307,0.0024358728914510536
2022-01-04 02:00,-23.488238664726346,0.002443076197951718
2022-01-04 03:00,-23.329581069901714,0.002448541413778005
2022-01-04 04:00,-23.189100943541654,0.002452002211177983
2022-01-04 05:00,-23.06773633769686,0.0024533142373316867
2022-01-04 06:00,-22.965213675512523,0.0024524631038265856
2022-01-04 07:00,-22.88007784772339,0.002449565546152012
2022-01-04 08:00,-22.80975809812273,0.0024448636838237323
2022-01-04 09:00,-22.75067372795096,0.0024387124534656123
2022-01-04 10:00,-22.698387581963996,0.0024315604731435484
2022-01-04 11:00,-22.64781619909692,0.0024239248652746506
2022-01-04 12:00,-22.593502258256198,0.0024163609395200228
2022-01-04 13:00,-22.52994693942908,0.0024094281099111313
2022-01-04 14:00,-22.451987581953908,0.0024036539471830685
2022-01-04 15:00,-22.35519168251768,0.0023994987606561985
2022-01-04 16:00,-22.23622558694444,0.0023973234436623094
2022-01-04 17:00,-22.093149774865566,0.0023973633757752876
2022-01-04 18:00,-21.925596197923063,0.002399710861572256
2022-01-04 19:00,-21.734797802161896,0.0024043078828587484
2022-01-04 20:00,-21.52346342875843,0.002410949931516307
2022-01-04 21:00,-21.295516763594,0.0024193005429822517
2022-01-04 22:00,-21.05573884920651,0.0024289150762234995
